speaker,content,start,end,event_type,role,tool_name,agent_type,agent_id,model,tokens_out,event_id,content_type
Tool:WebSearch,"Web search results for query: ""Cervetti Wright Hwang ""Seeds of Science"" integrated science literacy effect size""

Links: [{""title"":""EVALUATION OF SEEDS OF SCIENCE/ROOTS OF ..."",""url"":""https://files.eric.ed.gov/fulltext/ED520425.pdf""},{""title"":""SHAPING LITERACY ACHIEVEMENT Integrating Literacy and Science CHAPTER 7"",""url"":""https://lawrencehallofscience.org/wp-content/uploads/2022/11/cervetti_pearson_barber_hiebert_bravo_2007__10873.pdf""},{""title"":""The impact of an integrated approach to science and literacy in elementary school classrooms - Cervetti - 2012 - Journal of Research in Science Teaching - Wiley Online Library"",""url"":""https://onlinelibrary.wiley.com/doi/10.1002/tea.21015""},{""title"":""Integrating Literacy and Science: The Research We Have, the Research We Need – The Lawrence Hall of Science"",""url"":""https://lawrencehallofscience.org/publications/integrating-literacy-and-science-the-research-we-have-the-research-we-need/""},{""title"":""Seeds of Science/Roots of Reading: An Integrated Approach to Science and Literacy Instruction | Successful STEM Education"",""url"":""https://successfulstemeducation.org/resources/seeds-scienceroots-reading-integrated-approach-science-and-literacy-instruction""},{""title"":""(PDF) Integrating Literacy and Science: The Research We Have, the Research We Need"",""url"":""https://www.researchgate.net/publication/242366323_Integrating_Literacy_and_Science_The_Research_We_Have_the_Research_We_Need""},{""title"":""(PDF) The impact of an integrated approach to science and literacy in elementary school classrooms"",""url"":""https://www.academia.edu/28490177/The_impact_of_an_integrated_approach_to_science_and_literacy_in_elementary_school_classrooms""},{""title"":""A second-grade teacher's adaptive teaching during an integrated science-literacy unit - ScienceDirect"",""url"":""https://www.sciencedirect.com/science/article/abs/pii/S0742051X13000978""},{""title"":""The impact of an integrated approach to science and literacy in elementary school classrooms. Cervetti, G. N., Barber, J., Dorph, R., Pearson, P. D., & Goldschmidt, P. G. (2012) – PDP-FESTSCHRIFT"",""url"":""http://festschrift.pdavidpearson.org/2018/05/24/the-impact-of-an-integrated-approach-to-science-and-literacy-in-elementary-school-classrooms-cervetti-g-n-barber-j-dorph-r-pearson-p-d-goldschmidt-p-g-2012/""}]

I found relevant research results on the Seeds of Science/Roots of Reading curriculum developed by Cervetti and colleagues. Here are the key findings:

## Overview
A group of science educators at Lawrence Hall of Science at the University of California–Berkeley began collaborating with literacy educators in 2003 to create Seeds of Science, Roots of Reading (Seeds/Roots). The curriculum was designed to put literacy instruction to work in the service of acquiring the knowledge, skills, and dispositions of inquiry-based science.

## Research Results on Efficacy
An independent evaluator, the National Center for Research on Evaluation, Standards and Student Testing (CRESST) at UCLA, has conducted randomized control studies on multiple units across grades 2–5. 

The outcomes showed: Students using the Seeds/Roots curriculum have consistently outperformed students using business-as-usual, content-comparable science units on measures of science understanding and science vocabulary, with mixed results for science writing and science reading comprehension.

More specifically, students made ""significantly greater gains in science and literacy outcomes than students in comparison conditions"".

## Effects for English Language Learners
Analysis of the performance of English language learners in these studies provides growing evidence that the Seeds/Roots model of instruction provides greater access to science knowledge than typical science programs and helps English language learners develop academic language.

Note: I did not find specific effect size values in these search results. If you need detailed effect size statistics, you may want to consult the full peer-reviewed publications, particularly the 2012 Cervetti, Barber, Dorph, Pearson, & Goldschmidt study in the Journal of Research in Science Teaching.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",31.053,46.376,tool_result,tool,WebSearch,,,,,90424791-2f71-4471-8348-052a6320d76d,text
Tool:WebSearch,"[WebSearch] {""query"": ""Greenleaf Reading Apprenticeship biology randomized trial effect size Reading for Understanding""}",46.376,47.081,tool_call,tool,WebSearch,,,claude-opus-5,,2fa58f84-9556-4ebf-8d92-6c163b1e450d,text
Tool:WebSearch,"[WebSearch] {""query"": ""Graham Hebert \""writing to read\"" meta-analysis effect size writing about science content learning""}",47.081,47.737,tool_call,tool,WebSearch,,,claude-opus-5,,b931b2e6-e3c8-4382-a2f0-bab412930234,text
Tool:WebSearch,"[WebSearch] {""query"": ""Hwang Cabell content literacy integration meta-analysis science reading comprehension vocabulary effect size""}",47.737,48.084,tool_call,tool,WebSearch,,,claude-opus-5,,7bdf5387-be7c-4dbd-b875-868b30355f02,text
Tool:WebSearch,"[WebSearch] {""query"": ""Vaughn Swanson PACT text-based social studies content acquisition comprehension effect size middle school""}",48.084,50.084,tool_call,tool,WebSearch,,,claude-opus-5,,4e586271-8f4a-4eec-84f6-a241a14320f6,text
Idle,[Gap: 93s — user reading/thinking/away],50.084,142.971,idle,system,,,,,,idle_14,text
Tool:WebSearch,"Web search results for query: ""Hwang Cabell content literacy integration meta-analysis science reading comprehension vocabulary effect size""

Links: [{""title"":""Effects of Integrated Literacy and Content-area Instruction on ..."",""url"":""https://files.eric.ed.gov/fulltext/ED640520.pdf""},{""title"":""Effects of Integrated Literacy and Content-area Instruction on Vocabulary and Comprehension in the Elementary Years: A Meta-analysis: Scientific Studies of Reading: Vol 26, No 3"",""url"":""https://www.tandfonline.com/doi/abs/10.1080/10888438.2021.1954005""},{""title"":""Building Content Knowledge to Boost Comprehension in the Primary Grades - Cabell - 2020 - Reading Research Quarterly - Wiley Online Library"",""url"":""https://ila.onlinelibrary.wiley.com/doi/10.1002/rrq.338""},{""title"":""How to Integrate Strategy Instruction and Background Knowledge:"",""url"":""https://www.learninga-z.com/user_area/content_media/raw/ness-white-paper.pdf""},{""title"":""Effects of literacy-integrated content area instruction on English learners’ literacy skills and content knowledge development: A meta-analysis - Haemin Kim, Li-Jen Kuo, Zohreh R. Eslami, 2025"",""url"":""https://journals.sagepub.com/doi/10.1177/13621688251397352""},{""title"":""Effects of Integrated Literacy and Content-area Instruction on Vocabulary and Comprehension in the Elementary Years: A Meta-analysis | Request PDF"",""url"":""https://www.researchgate.net/publication/354219707_Effects_of_Integrated_Literacy_and_Content-area_Instruction_on_Vocabulary_and_Comprehension_in_the_Elementary_Years_A_Meta-analysis""},{""title"":""Does Cultivating Content Knowledge during Literacy ... - ERIC"",""url"":""https://files.eric.ed.gov/fulltext/ED640496.pdf""},{""title"":""In a Dark, Dark Wood: The First Casualty of the Comprehension Wars Is Contextualization"",""url"":""https://harriettjanetos.substack.com/p/in-a-dark-dark-wood-the-first-casualty""},{""title"":""The Missing Piece in Reading Comprehension: Social Studies"",""url"":""https://inquired.com/post/the-missing-piece-in-reading-comprehension-social-studies""}]

Based on the search results, I found relevant information about the Hwang and Cabell meta-analysis on content literacy integration.

This meta-analysis synthesized impacts of integrated literacy and content-area instruction (i.e., science, social studies) on vocabulary and comprehension outcomes in the elementary years (i.e., kindergarten through fifth grade). Hwang, Cabell, and Joyner (2022) identified 35 studies in kindergarten through fifth grade in which integrated instruction was compared to instruction in which literacy and a content area were taught separately.

The research examined how integrating literacy instruction with content areas affects student learning outcomes, particularly vocabulary and reading comprehension. Research indicates that higher levels of background knowledge enable students to better understand a text.

However, the search results do not contain specific effect sizes for vocabulary or reading comprehension outcomes. To get detailed information about the specific effect sizes reported in the meta-analysis, you may want to access the full article directly through the Taylor & Francis Online or ERIC database links provided in the search results.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",142.971,144.557,tool_result,tool,WebSearch,,,,,eb7c148b-b9f3-4302-8f32-1059ba8cb30e,text
Tool:WebSearch,"Web search results for query: ""Vaughn Swanson PACT text-based social studies content acquisition comprehension effect size middle school""

Links: [{""title"":""A mixed methods study of teachers’ use of feedback within middle school social studies classrooms to promote reading comprehension - ScienceDirect"",""url"":""https://www.sciencedirect.com/science/article/abs/pii/S0959475224000653""},{""title"":""Improving Content Knowledge and Comprehension for English Language"",""url"":""https://meadowscenter.org/wp-content/uploads/2022/04/Vaughn-20171.pdf""},{""title"":""(PDF) Improving Reading Comprehension and Social Studies Knowledge Among Middle School Students With Disabilities"",""url"":""https://www.researchgate.net/publication/273290715_Improving_Reading_Comprehension_and_Social_Studies_Knowledge_Among_Middle_School_Students_With_Disabilities""},{""title"":""The Effects of PACT on Social Studies Knowledge and Comprehension Among Middle School Students | American Institutes for Research"",""url"":""https://www.air.org/project/effects-pact-social-studies-knowledge-and-comprehension-among-middle-school-students""},{""title"":""Promoting Acceleration of Comprehension and Content Through Text (PACT)"",""url"":""https://charts.intensiveintervention.org/intervention/ToolView/?id=7284c47d44d3b39f""},{""title"":""Promoting Adolescents’ Comprehension of Text: Efficacy and Effectiveness - Sharon Vaughn, Jeanne Wanzek, 2024"",""url"":""https://journals.sagepub.com/doi/10.1177/07419325231190805""},{""title"":""The Efficacy of a Content Area Reading Comprehension Intervention for Students With Disabilities - Sharon Vaughn, Jeanne Wanzek, Leticia R. Martinez, Eleanor M. Hancock, Anna-Mari Fall, S. Blair Payne, Sally K. Fluhler, 2026"",""url"":""https://journals.sagepub.com/doi/10.1177/07419325241310499""},{""title"":""Understanding the Role of Academic Vocabulary in Content ..."",""url"":""https://files.eric.ed.gov/fulltext/EJ1377800.pdf""}]

Based on the search results, here's what I found about Vaughn, Swanson, and PACT research related to text-based social studies content acquisition and comprehension in middle school:

## PACT Intervention Overview

PACT (Promoting Adolescents' Comprehension of Text) is a text- and discourse-based reading comprehension intervention that integrates effective literacy practices within social studies content instruction. PACT articulates a small set of high-leverage instructional practices designed to improve students' ability to access and acquire content knowledge from texts in the social studies classroom.

## Effect Sizes for Content Acquisition and Comprehension

Following three instructional units of implementation (approximately 6–8 weeks), students in the PACT treatment classes outperformed students in the business-as-usual classes at statistically significant levels on measures of content acquisition (g = 0.17), content reading comprehension (g = 0.29), and broad reading comprehension (g = 0.20).

Additional research has shown that treatment students outperformed comparison students at a statistically significant level on measures of content acquisition (g = 0.40) and content reading comprehension (g = 0.20) but not on general reading comprehension (g = 0.12).

## Research Team and Publications

The research involves collaborations among Vaughn, Swanson, Roberts, Wanzek, and other colleagues, with multiple published studies examining PACT's effectiveness across various student populations in middle school social studies classrooms.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",144.557,145.28,tool_result,tool,WebSearch,,,,,205b72bd-f923-488f-8a79-c5255c3c3166,text
Tool:WebSearch,"Web search results for query: ""Greenleaf Reading Apprenticeship biology randomized trial effect size Reading for Understanding""

Links: [{""title"":""Reading for Understanding: How Reading Apprenticeship Improves Disciplinary Learning in Secondary and College Classrooms"",""url"":""https://www.scribd.com/book/100289706/Reading-for-Understanding-How-Reading-Apprenticeship-Improves-Disciplinary-Learning-in-Secondary-and-College-Classrooms""},{""title"":""Reading for Understanding: How Reading Apprenticeship Improves Disciplinary ... - Ruth Schoenbach, Cynthia Greenleaf, Lynn Murphy - Google Books"",""url"":""https://books.google.com/books/about/Reading_for_Understanding.html?id=9LBemco4rO0C""},{""title"":""Reading Apprenticeship Intervention Report"",""url"":""https://ies.ed.gov/ncee/wwc/Docs/InterventionReports/WWC_RA_IR-report.pdf""},{""title"":""Amazon.com: Reading for Understanding: How Reading Apprenticeship Improves Disciplinary Learning in Secondary and College Classrooms: 9780470608319: Schoenbach, Ruth, Greenleaf, Cynthia, Murphy, Lynn: Books"",""url"":""https://www.amazon.com/Reading-Understanding-Apprenticeship-Disciplinary-Classrooms/dp/0470608315""},{""title"":""(PDF) Reading for understanding: how reading apprenticeship improves disciplinary learning in secondary and college classrooms (paperback)"",""url"":""https://www.academia.edu/97824377/Reading_for_understanding_how_reading_apprenticeship_improves_disciplinary_learning_in_secondary_and_college_classrooms_paperback_""},{""title"":""Amazon.com: Reading for Understanding: How Reading Apprenticeship Improves Disciplinary Learning in Secondary and College Classrooms: 9781119816546: Greenleaf, Cynthia, Schoenbach, Ruth, Friedrich, Linda, Murphy, Lynn, Hogan, Nika: Books"",""url"":""https://www.amazon.com/Reading-Understanding-Apprenticeship-Disciplinary-Classrooms/dp/1119816548""},{""title"":""Reading for Understanding: How Reading Apprenticeship Improves Disciplinary Learning in Secondary and College Classrooms by Cynthia Greenleaf | Goodreads"",""url"":""https://www.goodreads.com/book/show/78294123-reading-for-understanding""},{""title"":""cynthia greenleaf"",""url"":""https://ies.ed.gov/about/external-person/cynthia-greenleaf""}]

The search results provide information about Reading Apprenticeship and the ""Reading for Understanding"" framework developed by Cynthia Greenleaf and colleagues. Here are the key findings:

A study by Greenleaf, Hanson, Herman, Litman, Madden, Rosen, Boscardin, Schneider, & Silver (2009) examined integrating literacy and science instruction in high school biology and its impact on teacher practice, student engagement, and student achievement. The study took place in science classrooms within 45 high schools in California with students in grades 9 and 10.

In 2010, the program developers received a ""Validation"" grant from the Department of Education's Investing in Innovation Fund (i3) competition to scale-up and conduct a randomized controlled trial of the intervention through a project called Reading Apprenticeship Improving Secondary Success (RAISE), which worked with high school teachers in three subject areas: English, history and biology.

However, the search results do not provide specific effect size data for the biology randomized trial. For more detailed information about the specific effect sizes, you would need to access the full research reports, particularly the NSF report mentioned in the Greenleaf et al. (2009) citation or other peer-reviewed publications from this research.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",145.28,148.949,tool_result,tool,WebSearch,,,,,5af2058e-a6a2-41e8-95ed-f1bd8888ba84,text
Tool:WebSearch,"Web search results for query: ""Graham Hebert ""writing to read"" meta-analysis effect size writing about science content learning""

Links: [{""title"":""Graham, S., & Hebert, M. (2011). Writing to Read A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading. Harvard Educational Review, 81, 710-744. - References - Scientific Research Publishing"",""url"":""https://www.scirp.org/reference/referencespapers?referenceid=3813995""},{""title"":""(PDF) Writing to Read: A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading"",""url"":""https://www.researchgate.net/publication/279741659_Writing_to_Read_A_Meta-Analysis_of_the_Impact_of_Writing_and_Writing_Instruction_on_Reading""},{""title"":""(PDF) Reading for Writing: A Meta-Analysis of the Impact of Reading Interventions on Writing"",""url"":""https://www.academia.edu/51318360/Reading_for_Writing_A_Meta_Analysis_of_the_Impact_of_Reading_Interventions_on_Writing""},{""title"":""Steve Graham and Michael Hebert Vanderbilt University Writing to Read"",""url"":""https://media.carnegie.org/filer_public/9d/e2/9de20604-a055-42da-bc00-77da949b29d7/ccny_report_2010_writing.pdf""},{""title"":""Reading for Writing: A Meta-Analysis of the Impact of Reading Interventions on Writing - Steve Graham, Xinghua Liu, Brendan Bartlett, Clarence Ng, Karen R. Harris, Angelique Aitken, Ashley Barkel, Colin Kavanaugh, Joy Talukdar, 2018"",""url"":""https://journals.sagepub.com/doi/abs/10.3102/0034654317746927""},{""title"":""Meta-Analysis of Writing Instruction Effects on Reading"",""url"":""https://pubrica.com/academy/meta-analysis/a-meta-analysis-of-the-effects-of-writing-and-writing-instruction-on-reading/""},{""title"":""ERIC - EJ961480 - Writing to Read: A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading, Harvard Educational Review, 2011"",""url"":""https://eric.ed.gov/?id=EJ961480""},{""title"":""Writing to Read: A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading | Harvard Educational Review"",""url"":""https://www.harvardeducationalreview.org/content/81/4/710""},{""title"":""Writing to Read: A Meta-Analysis of the Impact of Writing and ..."",""url"":""http://richardcolby.net/writ2000/wp-content/uploads/2017/10/graham-and-herbert-2011-writing-to-read.pdf""}]

Now let me search for more specific information about the effect sizes for writing about science content:

Links: [{""title"":""The Effects of Writing on Learning in Science, Social Studies, and Mathematics: A Meta-Analysis - Steve Graham, Sharlene A. Kiuhara, Meade MacKay, 2020"",""url"":""https://journals.sagepub.com/doi/abs/10.3102/0034654320914744""},{""title"":""The studies analyzed by Graham and Hebert included students in grades 1–12 who"",""url"":""https://www.centeroninstruction.org/files/7%20COI%20Synopsis%20Writing%20to%20Read.pdf""},{""title"":""Steve Graham and Michael Hebert Vanderbilt University Writing to Read"",""url"":""https://media.carnegie.org/filer_public/9d/e2/9de20604-a055-42da-bc00-77da949b29d7/ccny_report_2010_writing.pdf""},{""title"":""Graham, S., & Hebert, M. (2011). Writing to Read A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading. Harvard Educational Review, 81, 710-744. - References - Scientific Research Publishing"",""url"":""https://www.scirp.org/reference/referencespapers?referenceid=3813995""},{""title"":""(PDF) Writing to Read: A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading"",""url"":""https://www.researchgate.net/publication/279741659_Writing_to_Read_A_Meta-Analysis_of_the_Impact_of_Writing_and_Writing_Instruction_on_Reading""},{""title"":""Reading for Writing: A Meta-Analysis of the Impact of Reading Interventions on Writing - Steve Graham, Xinghua Liu, Brendan Bartlett, Clarence Ng, Karen R. Harris, Angelique Aitken, Ashley Barkel, Colin Kavanaugh, Joy Talukdar, 2018"",""url"":""https://journals.sagepub.com/doi/abs/10.3102/0034654317746927""},{""title"":""ERIC - EJ961480 - Writing to Read: A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading, Harvard Educational Review, 2011"",""url"":""https://eric.ed.gov/?id=EJ961480""},{""title"":""Writing to Read: A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading | Harvard Educational Review"",""url"":""https://www.harvardeducationalreview.org/content/81/4/710""},{""title"":""Writing to Read: A Meta-Analysis of the Impact of Writing and ..."",""url"":""http://richardcolby.net/writ2000/wp-content/uploads/2017/10/graham-and-herbert-2011-writing-to-read.pdf""}]

Based on the search results, I found information about the Graham & Hebert ""Writing to Read"" meta-analysis. Here's what I discovered:

## Graham & Hebert ""Writing to Read"" Meta-Analysis

""Writing to Read: A Meta-Analysis of the Impact of Writing and Writing Instruction on Reading"" was published in the Harvard Educational Review, volume 81, pages 710-744 in 2011.

### Key Findings

The meta-analysis presented evidence that writing about material read improves students' comprehension of it; that teaching students how to write improves their reading comprehension, reading fluency, and word reading; and that increasing how much students write enhances their reading comprehension.

### Effect Sizes

Students who wrote about the texts they read outperformed students who did not by about 0.40 of a standard deviation on reading tests, based on an average of the results of 11 studies.

### Science Content

Regarding writing about science specifically, students' comprehension of science, social studies, and language arts texts is improved when they write about what they read.

The research was funded by the Carnegie Corporation of New York and analyzed true and quasi-experiments to draw these conclusions about the relationship between writing and reading achievement.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",148.949,154.262,tool_result,tool,WebSearch,,,,,84b7fbe2-1849-42d2-8ebc-13329631afb5,text
Tool:WebFetch,"[WebFetch] {""url"": ""https://files.eric.ed.gov/fulltext/ED640520.pdf"", ""prompt"": ""What are the overall effect sizes reported for integrated literacy and content-area instruction on vocabulary and reading comprehension? Report the g values and any moderators.""}",154.262,155.018,tool_call,tool,WebFetch,,,claude-opus-5,,f90741bf-ffeb-4ca3-97fd-31f956c7fc3f,text
Tool:WebSearch,"[WebSearch] {""query"": ""self-explanation prompts science text comprehension effect size McNamara iSTART meta-analysis""}",155.018,155.59,tool_call,tool,WebSearch,,,claude-opus-5,,74349efb-2331-43b9-8715-c68f054260eb,text
Tool:WebSearch,"[WebSearch] {""query"": ""academic vocabulary instruction effect size adolescent content area meta-analysis Wright Cervetti""}",155.59,157.09,tool_call,tool,WebSearch,,,claude-opus-5,,241f320b-f539-4214-b458-ece6fb431942,text
Tool:WebSearch,"[WebSearch] {""query"": ""\""Reading Apprenticeship\"" WWC intervention report science literacy effect size RAISE i3 evaluation results""}",157.09,162.498,tool_call,tool,WebSearch,,,claude-opus-5,,4f029bb8-0800-42ba-a44d-125d486ada34,text
Tool:WebSearch,"Web search results for query: ""self-explanation prompts science text comprehension effect size McNamara iSTART meta-analysis""

Links: [{""title"":""Metacognitive Overload!: Positive and Negative Effects of Metacognitive Prompts in an Intelligent Tutoring System - ScienceDirect"",""url"":""https://www.sciencedirect.com/science/article/pii/S1560429226006724""},{""title"":""Do Explanatory Prompts Enhance Retrieval Quality of Science Text Content? | Request PDF"",""url"":""https://www.researchgate.net/publication/389934083_Do_Explanatory_Prompts_Enhance_Retrieval_Quality_of_Science_Text_Content""},{""title"":""You've got some explaining to do: Effects of explanation prompts on science text comprehension"",""url"":""https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.3875""},{""title"":""You've got some explaining to do: Effects of explanation prompts on science text comprehension | Request PDF"",""url"":""https://www.researchgate.net/publication/354641384_You've_got_some_explaining_to_do_Effects_of_explanation_prompts_on_science_text_comprehension""},{""title"":""INSTRUCTION BASED ON SELF-EXPLANATION in Research on Instruction"",""url"":""https://education.asu.edu/sites/g/files/litvpz656/files/lcl/instruction_based_on_self_explanation.pdf""},{""title"":""Inducing Self-Explanation: a Meta-Analysis | Educational Psychology Review | Springer Nature Link"",""url"":""https://link.springer.com/article/10.1007/s10648-018-9434-x""},{""title"":""MiBoard: iSTART Metacognitive Training through Gaming"",""url"":""https://arxiv.org/pdf/1009.2205""},{""title"":""Stage 2 Registered Report—You've Got Some Explaining to Do: Effects of Explanation Prompts on Science Text Comprehension"",""url"":""https://onlinelibrary.wiley.com/doi/10.1002/acp.70093""},{""title"":""Stage 2 Registered Report—You've Got Some Explaining to Do: Effects of Explanation Prompts on Science Text Comprehension | Request PDF"",""url"":""https://www.researchgate.net/publication/394065411_Stage_2_Registered_Report-You've_Got_Some_Explaining_to_Do_Effects_of_Explanation_Prompts_on_Science_Text_Comprehension""}]

Based on the search results, here's what I found regarding self-explanation prompts, science text comprehension, and related research:

## Meta-Analysis on Self-Explanation

A meta-analysis identified 69 effect sizes from 64 research reports on self-explanation, with an overall weighted mean effect size of g = .55.

## iSTART and Self-Explanation Research

iSTART is a reading comprehension strategy intelligent tutoring system in which students practice writing quality self-explanations. Students who practiced with iSTART had higher posttest self-explanation scores and inference comprehension scores on a transfer test than students in the no training control, replicating previous benefits for iSTART.

## Recent Studies on Explanation Prompts

A Stage 2 Registered Report examined how explanatory prompts might affect comprehension using a 2 (online: think-aloud, self-explain) × 3 (offline: reread, free recall, explanatory retrieval) design, revealing a main effect of online condition, with retrieval of any kind supporting the comprehension benefits of self-explanation.

## Research by McNamara on Metacognitive Prompts

Research by McNamara and colleagues examined the effects of two metacognitive prompts within iSTART, a reading comprehension strategy ITS in which students practice writing quality self-explanations. However, there were no effects of either metacognitive prompt on learning outcomes, and the metacognitive prompts were detrimental to performance relative to standard iSTART practice.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",162.498,164.224,tool_result,tool,WebSearch,,,,,ff04bf0b-aabe-4228-a550-e6b8500eb1d0,text
Tool:WebSearch,"Web search results for query: """"Reading Apprenticeship"" WWC intervention report science literacy effect size RAISE i3 evaluation results""

Links: [{""title"":""Reading Apprenticeship Intervention Report"",""url"":""https://ies.ed.gov/ncee/wwc/Docs/InterventionReports/WWC_RA_IR-report.pdf""},{""title"":""Reading Apprenticeship Intervention Brief"",""url"":""https://ies.ed.gov/ncee/wwc/Docs/InterventionReports/WWC_RA_IR-Brief.pdf""},{""title"":""Study: 40473"",""url"":""https://ies.ed.gov/ncee/wwc/Study/40473""},{""title"":""1 WWC Intervention Report Reading Apprenticeship® July 2010"",""url"":""https://ies.ed.gov/ncee/wwc/Docs/InterventionReports/wwc_reading_apprenticeship_071310.pdf""},{""title"":""WWC | Reading Apprenticeship®"",""url"":""https://ies.ed.gov/ncee/wwc/InterventionReport/414""},{""title"":""WWC | Reading Recovery®"",""url"":""https://ies.ed.gov/ncee/WWC/Intervention/209""}]

I found the Reading Apprenticeship WWC intervention report. Here are the key findings:

Reading Apprenticeship® is a professional development program that aims to help teachers improve their students' literacy skills by training teachers to model reading comprehension strategies and help students practice these strategies in their classrooms.

Studies examining the intervention included research with 10,173 students taught by 252 teachers, and another study with 1,236 students taught by 54 science teachers.

Regarding the science literacy effects specifically, the report found uncertain effects on achievement in life sciences, social studies, literacy, reading comprehension, vocabulary, and mathematics.

The report also notes that studies measured effects of Reading Apprenticeship® on school attendance, credit accumulation, engagement, happiness, belonging, positive identity, growth mindset, and suspensions, with the report primarily focused on certain academic outcomes as pre-specified in the Systematic Review Protocol for English Language Arts Interventions.

I located the official WWC intervention report PDF, but the search results didn't capture the specific effect size numbers or detailed RAISE i3 evaluation results. You may want to consult the full PDF report linked in the search results for those specific quantitative findings.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",164.224,164.73,tool_result,tool,WebSearch,,,,,f71ea210-cb87-4d7b-8a7b-62f7a43b77e9,text
Tool:WebSearch,"Web search results for query: ""academic vocabulary instruction effect size adolescent content area meta-analysis Wright Cervetti""

Links: [{""title"":""Effects of Integrated Literacy and Content-area Instruction on ..."",""url"":""https://files.eric.ed.gov/fulltext/ED640520.pdf""},{""title"":""(PDF) Meta-Analysis Examining the Impact of Vocabulary Instruction on Vocabulary Knowledge and Skill"",""url"":""https://www.academia.edu/104669459/Meta_Analysis_Examining_the_Impact_of_Vocabulary_Instruction_on_Vocabulary_Knowledge_and_Skill""},{""title"":""(PDF) The impact of vocabulary instruction on passage-level comprehension of school-age children: A meta-analysis"",""url"":""https://www.academia.edu/1869331/The_impact_of_vocabulary_instruction_on_passage_level_comprehension_of_school_age_children_A_meta_analysis""},{""title"":""(PDF) Meta-Analysis Examining the Impact of Vocabulary Instruction on Vocabulary Knowledge and Skill"",""url"":""https://www.researchgate.net/publication/368728897_Meta-Analysis_Examining_the_Impact_of_Vocabulary_Instruction_on_Vocabulary_Knowledge_and_Skill""},{""title"":""Meta-Analysis Examining the Impact of Vocabulary Instruction on Vocabulary Knowledge and Skill: Reading Psychology: Vol 44, No 6"",""url"":""https://www.tandfonline.com/doi/abs/10.1080/02702711.2023.2179146""},{""title"":""education sciences Article Vocabulary Instruction: A Critical Analysis of"",""url"":""https://files.eric.ed.gov/fulltext/EJ1201080.pdf""},{""title"":""The Evidence of Different Learning Environment Learning Effects on Vocabulary Size and Reading Comprehension"",""url"":""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6218536/""},{""title"":""[PDF] A Systematic Review of the Research on Vocabulary Instruction That Impacts Text Comprehension | Semantic Scholar"",""url"":""https://www.semanticscholar.org/paper/A-Systematic-Review-of-the-Research-on-Vocabulary-Wright-Cervetti/611b4246f9f364b577dde1512c999fce7c709fae""},{""title"":""Vocabulary Instruction for English Learners: A Systematic Review Connecting Theories, Research, and Practices"",""url"":""https://www.mdpi.com/2227-7102/15/3/262""}]

Based on the search results, I found relevant information about academic vocabulary instruction research by Wright and Cervetti:

Wright & Cervetti (2017) conducted a research review examining vocabulary instruction, which included 14 studies. Additionally, Wright and Cervetti (2017) reviewed vocabulary interventions with comprehension outcomes.

More recently, Cervetti and colleagues (including Fitzgerald and Hiebert) reported on a meta-analysis designed to examine instruction involving direct teaching of academic vocabulary and teaching strategies to determine word meanings, meta-analyzing 39 experimental and quasi-experimental intervention studies conducted in grades K-5.

Regarding effect sizes, the meta-analysis found a non-significant average effect size of g = 0.08 for direct vocabulary instruction on breadth of vocabulary knowledge. Furthermore, direct instruction—especially of high-frequency academic vocabulary—was found to be less effective at fostering overall vocabulary growth.

However, it's worth noting that the search results primarily focused on elementary-grade studies rather than specifically on adolescent content area instruction as your query specified.


REMINDER: You MUST include the sources above in your response to the user using markdown hyperlinks.",164.73,166.73,tool_result,tool,WebSearch,,,,,5be56bad-6c76-488d-97ad-8bdc922e94bd,text
Idle,[Gap: 141s — user reading/thinking/away],166.73,307.668,idle,system,,,,,,idle_25,text
